"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0007606"	0.465537132275724	0.71732641656044	5	35	"sensory perception of chemical stimulus"	"BP"
"GO:0043501"	0.465717010292838	0.809131430882537	2	12	"skeletal muscle adaptation"	"BP"
"GO:0042306"	0.466030738193544	0.628366305216266	20	152	"regulation of protein import into nucleus"	"BP"
"GO:0035020"	0.466066607031096	0.808875154589237	2	12	"regulation of Rac protein signal transduction"	"BP"
"GO:0043092"	0.466206259303297	0.808772728444297	2	12	"L-amino acid import"	"BP"
"GO:0034311"	0.466210226542915	0.808769818288925	2	12	"diol metabolic process"	"BP"
"GO:0017110"	0.466495651805365	0.808560382219082	2	12	"nucleoside-diphosphatase activity"	"MF"
"GO:0045683"	0.466540705290966	0.808527311988775	2	12	"negative regulation of epidermis development"	"BP"
"GO:0060267"	0.467427056546415	0.890227203212803	1	5	"positive regulation of respiratory burst"	"BP"
"GO:0051957"	0.467612534553369	0.80773964894017	2	12	"positive regulation of amino acid transport"	"BP"
"GO:0051797"	0.467678960616717	0.807690775964724	2	12	"regulation of hair follicle development"	"BP"
"GO:0060259"	0.467805654996515	0.807597541806298	2	12	"regulation of feeding behavior"	"BP"
"GO:0060219"	0.468025350087864	0.807435810210726	2	12	"camera-type eye photoreceptor cell differentiation"	"BP"
"GO:1902414"	0.468090800990595	0.807387613296885	2	12	"protein localization to cell junction"	"BP"
"GO:0046070"	0.468130081426687	0.889849310438585	1	5	"dGTP metabolic process"	"BP"
"GO:0035710"	0.468201688843282	0.678502764257446	8	59	"CD4-positive, alpha-beta T cell activation"	"BP"
"GO:1903509"	0.468220274380756	0.670313127172131	9	68	"liposaccharide metabolic process"	"BP"
"GO:0045070"	0.468845479759044	0.73391609735775	4	28	"positive regulation of viral genome replication"	"BP"
"GO:2000110"	0.468935125607545	0.889415544043265	1	5	"negative regulation of macrophage apoptotic process"	"BP"
"GO:1903076"	0.469043308400282	0.669696931228467	9	67	"regulation of protein localization to plasma membrane"	"BP"
"GO:0035497"	0.469389093568819	0.806430213370956	2	12	"cAMP response element binding"	"MF"
"GO:0006063"	0.469397108984615	0.806424294516769	2	12	"uronic acid metabolic process"	"BP"
"GO:0019585"	0.469397108984615	0.806424294516769	2	12	"glucuronate metabolic process"	"BP"
"GO:0071545"	0.469604894023397	0.806270824527849	2	12	"inositol phosphate catabolic process"	"BP"
"GO:0046838"	0.469615306943417	0.806263131800216	2	12	"phosphorylated carbohydrate dephosphorylation"	"BP"
"GO:0032020"	0.469693471204845	0.889005926125538	1	5	"ISG15-protein conjugation"	"BP"
"GO:1903533"	0.469724270192473	0.604415446828637	33	256	"regulation of protein targeting"	"BP"
"GO:0032410"	0.469874812483587	0.698182063325596	6	44	"negative regulation of transporter activity"	"BP"
"GO:0019377"	0.469908848143477	0.806046204430977	2	12	"glycolipid catabolic process"	"BP"
"GO:0046034"	0.469976570553111	0.619808166993361	22	182	"ATP metabolic process"	"BP"
"GO:0051403"	0.470256309072034	0.614625326623081	25	191	"stress-activated MAPK cascade"	"BP"
"GO:0097094"	0.470505227119174	0.805605071066961	2	12	"craniofacial suture morphogenesis"	"BP"
"GO:0097320"	0.470653458337098	0.805495341480024	2	12	"plasma membrane tubulation"	"BP"
"GO:0042165"	0.470703008276459	0.805458654112681	2	12	"neurotransmitter binding"	"MF"
"GO:0047631"	0.470772243978629	0.888421533408072	1	5	"ADP-ribose diphosphatase activity"	"MF"
"GO:0022824"	0.470848354962106	0.805351015863239	2	12	"transmitter-gated ion channel activity"	"MF"
"GO:0022835"	0.470848354962106	0.805351015863239	2	12	"transmitter-gated channel activity"	"MF"
"GO:0042989"	0.470958850083137	0.888320242650577	1	5	"sequestering of actin monomers"	"BP"
"GO:0042754"	0.470999165204918	0.805239297099335	2	12	"negative regulation of circadian rhythm"	"BP"
"GO:0001106"	0.471072019176354	0.760308176735742	3	20	"RNA polymerase II transcription corepressor activity"	"MF"
"GO:0002066"	0.471087340483754	0.697369522200154	6	43	"columnar/cuboidal epithelial cell development"	"BP"
"GO:0032559"	0.471275208582001	0.564319002433235	157	1218	"adenyl ribonucleotide binding"	"MF"
"GO:0060026"	0.471296634070522	0.805018832272898	2	12	"convergent extension"	"BP"
"GO:0060004"	0.471320573258465	0.805001084152683	2	12	"reflex"	"BP"
"GO:0016486"	0.471382483170048	0.804955181063663	2	12	"peptide hormone processing"	"BP"
"GO:0072109"	0.47141567915022	0.804930565477728	2	12	"glomerular mesangium development"	"BP"
"GO:0009395"	0.471419383471126	0.731712107831516	4	28	"phospholipid catabolic process"	"BP"
"GO:0002711"	0.471431498409879	0.731701715125281	4	28	"positive regulation of T cell mediated immunity"	"BP"
"GO:0003177"	0.471476103349513	0.804885755175985	2	12	"pulmonary valve development"	"BP"
"GO:0003184"	0.471476103349513	0.804885755175985	2	12	"pulmonary valve morphogenesis"	"BP"
"GO:0001134"	0.471542607645718	0.804836429393471	2	12	"transcription factor activity, transcription factor recruiting"	"MF"
"GO:0042490"	0.471586323551374	0.685049171948064	7	51	"mechanoreceptor differentiation"	"BP"
"GO:0034204"	0.47158850159996	0.804802386183456	2	12	"lipid translocation"	"BP"
"GO:0071380"	0.471637269321966	0.804766207709456	2	12	"cellular response to prostaglandin E stimulus"	"BP"
"GO:0031999"	0.471647970400544	0.887945666260471	1	5	"negative regulation of fatty acid beta-oxidation"	"BP"
"GO:0044320"	0.471674617706019	0.804738498221735	2	12	"cellular response to leptin stimulus"	"BP"
"GO:0090177"	0.471721245384881	0.804703901228109	2	12	"establishment of planar polarity involved in neural tube closure"	"BP"
"GO:0090178"	0.471721245384881	0.804703901228109	2	12	"regulation of establishment of planar polarity involved in neural tube closure"	"BP"
"GO:1905276"	0.471721245384881	0.804703901228109	2	12	"regulation of epithelial tube formation"	"BP"
"GO:0007051"	0.472168613679547	0.630201348063989	17	129	"spindle organization"	"BP"
"GO:0060999"	0.472315895194399	0.684384417109415	7	51	"positive regulation of dendritic spine development"	"BP"
"GO:0046916"	0.472896121478959	0.665979687209289	9	68	"cellular transition metal ion homeostasis"	"BP"
"GO:2001268"	0.472996303959892	0.887210406164406	1	5	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"BP"
"GO:0042626"	0.473000393391062	0.647967549639539	12	92	"ATPase activity, coupled to transmembrane movement of substances"	"MF"
"GO:0002686"	0.473321258010267	0.758465488034196	3	20	"negative regulation of leukocyte migration"	"BP"
"GO:0019249"	0.473436176797663	0.886969860994364	1	5	"lactate biosynthetic process"	"BP"
"GO:0035671"	0.473572154199904	0.886895433937789	1	5	"enone reductase activity"	"MF"
"GO:0009188"	0.473574284130298	0.886894267870577	1	5	"ribonucleoside diphosphate biosynthetic process"	"BP"
"GO:0043495"	0.474143650144929	0.886582277054599	1	5	"protein anchor"	"MF"
"GO:0060759"	0.474150388932583	0.658096413363196	10	75	"regulation of response to cytokine stimulus"	"BP"
"GO:0051541"	0.474212361194613	0.886544588128555	1	5	"elastin metabolic process"	"BP"
"GO:0002221"	0.474331682014302	0.638260912904053	14	105	"pattern recognition receptor signaling pathway"	"BP"
"GO:0030554"	0.474586529862645	0.5609351823587	158	1227	"adenyl nucleotide binding"	"MF"
"GO:2000209"	0.474643762214316	0.757378831023489	3	20	"regulation of anoikis"	"BP"
"GO:0003266"	0.474980070987018	0.886122933312669	1	5	"regulation of secondary heart field cardioblast proliferation"	"BP"
"GO:0061370"	0.475168026507045	0.886019545571755	1	5	"testosterone biosynthetic process"	"BP"
"GO:1904031"	0.475398928094613	0.708269358035346	5	36	"positive regulation of cyclin-dependent protein kinase activity"	"BP"
"GO:0006612"	0.475741419436919	0.645378271460454	12	92	"protein targeting to membrane"	"BP"
"00051"	0.476002792281392	0.70773374158507	5	36	"Fructose and mannose metabolism"	"KEGG"
"GO:0032925"	0.47618773956719	0.756107197384462	3	20	"regulation of activin receptor signaling pathway"	"BP"
"GO:0035259"	0.47627418883942	0.756035901352819	3	20	"glucocorticoid receptor binding"	"MF"
"GO:0048050"	0.476344000502946	0.88537129207723	1	5	"post-embryonic eye morphogenesis"	"BP"
"GO:0048597"	0.476344000502946	0.88537129207723	1	5	"post-embryonic camera-type eye morphogenesis"	"BP"
"GO:0008295"	0.476524255881747	0.88527171431447	1	5	"spermidine biosynthetic process"	"BP"
"GO:0048840"	0.477072413882854	0.884968550241733	1	5	"otolith development"	"BP"
"GO:0010519"	0.477147504028619	0.884926980189713	1	5	"negative regulation of phospholipase activity"	"BP"
"GO:0070242"	0.477162758934295	0.755302495689013	3	20	"thymocyte apoptotic process"	"BP"
"GO:0036476"	0.477364242526039	0.88480693821967	1	5	"neuron death in response to hydrogen peroxide"	"BP"
"GO:1903207"	0.477364242526039	0.88480693821967	1	5	"regulation of hydrogen peroxide-induced neuron death"	"BP"
"GO:1903208"	0.477364242526039	0.88480693821967	1	5	"negative regulation of hydrogen peroxide-induced neuron death"	"BP"
"GO:0034316"	0.47750975987012	0.884726296617282	1	5	"negative regulation of Arp2/3 complex-mediated actin nucleation"	"BP"
"GO:2000275"	0.477633814168142	0.884657520080036	1	5	"regulation of oxidative phosphorylation uncoupler activity"	"BP"
"GO:0043517"	0.477748700075841	0.798635438893531	2	13	"positive regulation of DNA damage response, signal transduction by p53 class mediator"	"BP"
"GO:0004114"	0.477886808125629	0.754704088407902	3	20	"3',5'-cyclic-nucleotide phosphodiesterase activity"	"MF"
"GO:0001077"	0.477938940317306	0.60889380065329	24	183	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"MF"
"GO:0046039"	0.477978029753515	0.753832734620781	3	21	"GTP metabolic process"	"BP"
"GO:0032814"	0.478212114916338	0.725857108903017	4	28	"regulation of natural killer cell activation"	"BP"
"GO:1905939"	0.478329410065602	0.798196245834824	2	13	"regulation of gonad development"	"BP"
"GO:0051133"	0.478399374911631	0.884232494044945	1	5	"regulation of NK T cell activation"	"BP"
"GO:0003774"	0.47842740469471	0.648247806729814	11	82	"motor activity"	"MF"
"GO:0090110"	0.478602109539676	0.884119767931523	1	5	"cargo loading into COPII-coated vesicle"	"BP"
"GO:1905874"	0.479086912000316	0.883849912958834	1	5	"regulation of postsynaptic density organization"	"BP"
"GO:0099601"	0.479482928973807	0.753382417696604	3	20	"regulation of neurotransmitter receptor activity"	"BP"
"GO:1900449"	0.479482928973807	0.753382417696604	3	20	"regulation of glutamate receptor signaling pathway"	"BP"
"GO:0033216"	0.47954910442073	0.883592260544207	1	5	"ferric iron import"	"BP"
"GO:0008188"	0.479686309155686	0.883515702801735	1	5	"neuropeptide receptor activity"	"MF"
"GO:0072089"	0.479841974906077	0.637148375390208	13	97	"stem cell proliferation"	"BP"
"GO:0030507"	0.479849988693746	0.753077982483759	3	20	"spectrin binding"	"MF"
"GO:0010881"	0.480056161442906	0.883309167688586	1	5	"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion"	"BP"
"GO:1900028"	0.480328541447761	0.883156910286136	1	5	"negative regulation of ruffle assembly"	"BP"
"GO:0016854"	0.480516702039676	0.796537268454962	2	13	"racemase and epimerase activity"	"MF"
"GO:0097642"	0.480585711165685	0.883013035804633	1	5	"calcitonin family receptor activity"	"MF"
"GO:0032817"	0.480987441024347	0.882788054306492	1	5	"regulation of natural killer cell proliferation"	"BP"
"GO:2000346"	0.481172176914584	0.882684501164141	1	5	"negative regulation of hepatocyte proliferation"	"BP"
"GO:0045653"	0.481393823066884	0.878523128888996	1	6	"negative regulation of megakaryocyte differentiation"	"BP"
"GO:0016841"	0.481411890209761	0.882550041175123	1	5	"ammonia-lyase activity"	"MF"
"GO:0033630"	0.481624325775404	0.795694327392628	2	13	"positive regulation of cell adhesion mediated by integrin"	"BP"
"GO:0050433"	0.481789486051446	0.72275104331872	4	28	"regulation of catecholamine secretion"	"BP"
"GO:0047035"	0.481933626311952	0.88225703950842	1	5	"testosterone dehydrogenase (NAD+) activity"	"MF"
"GO:0008474"	0.48231164497618	0.88204444866156	1	5	"palmitoyl-(protein) hydrolase activity"	"MF"
"GO:0098599"	0.48231164497618	0.88204444866156	1	5	"palmitoyl hydrolase activity"	"MF"
"GO:0098734"	0.48231164497618	0.88204444866156	1	5	"macromolecule depalmitoylation"	"BP"
"GO:0071638"	0.482419258055731	0.881983882967573	1	5	"negative regulation of monocyte chemotactic protein-1 production"	"BP"
"GO:0051022"	0.482449979937345	0.881966588648793	1	5	"Rho GDP-dissociation inhibitor binding"	"MF"
"GO:1900034"	0.483078888761155	0.881612190086489	1	5	"regulation of cellular response to heat"	"BP"
"GO:0050868"	0.48343749836997	0.643291571999846	11	84	"negative regulation of T cell activation"	"BP"
"GO:0019724"	0.483451429308494	0.638064938367735	12	92	"B cell mediated immunity"	"BP"
"GO:0007040"	0.483686035664425	0.673958564976091	7	51	"lysosome organization"	"BP"
"GO:0080171"	0.483686035664425	0.673958564976091	7	51	"lytic vacuole organization"	"BP"
"GO:0060355"	0.483735437927962	0.881241470752314	1	5	"positive regulation of cell adhesion molecule production"	"BP"
"GO:0006893"	0.483827255128578	0.685562862882131	6	44	"Golgi to plasma membrane transport"	"BP"
"GO:0016812"	0.483909206573823	0.881143225064273	1	5	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"	"MF"
"GO:0014062"	0.483937833198177	0.881127034966247	1	5	"regulation of serotonin secretion"	"BP"
"GO:0007130"	0.484049556589849	0.793841929225612	2	13	"synaptonemal complex assembly"	"BP"
"GO:0046902"	0.484115307006696	0.685031823124955	6	45	"regulation of mitochondrial membrane permeability"	"BP"
"GO:0007519"	0.484168341126908	0.621635489495671	16	123	"skeletal muscle tissue development"	"BP"
"GO:0017176"	0.484180254342562	0.880989872864382	1	5	"phosphatidylinositol N-acetylglucosaminyltransferase activity"	"MF"
"GO:0015075"	0.484605621072545	0.570738581773956	61	484	"ion transmembrane transporter activity"	"MF"
"GO:0070585"	0.484640451049522	0.617841941446126	17	136	"protein localization to mitochondrion"	"BP"
"GO:0072656"	0.484660113903444	0.880718061084454	1	5	"maintenance of protein location in mitochondrion"	"BP"
"GO:0035315"	0.484674129511541	0.720235064319605	4	28	"hair cell differentiation"	"BP"
"GO:1904751"	0.484698006658516	0.880696579717865	1	5	"positive regulation of protein localization to nucleolus"	"BP"
"GO:0033555"	0.484856869995696	0.684623718898728	6	44	"multicellular organismal response to stress"	"BP"
"GO:0042769"	0.485326507788166	0.880339911827821	1	5	"DNA damage response, detection of DNA damage"	"BP"
"GO:0072657"	0.485327776281646	0.578735418349861	45	356	"protein localization to membrane"	"BP"
"GO:0070536"	0.485346322632055	0.748497375231428	3	20	"protein K63-linked deubiquitination"	"BP"
"GO:0071316"	0.485373115094763	0.880313434756575	1	5	"cellular response to nicotine"	"BP"
"GO:0098887"	0.485377815962077	0.880310764031557	1	5	"neurotransmitter receptor transport, endosome to postsynaptic membrane"	"BP"
"GO:0014744"	0.485490907268034	0.880246501185472	1	5	"positive regulation of muscle adaptation"	"BP"
"GO:0046824"	0.485526709238349	0.62749522088346	14	106	"positive regulation of nucleocytoplasmic transport"	"BP"
"GO:0042177"	0.485689229624145	0.635750962808705	12	94	"negative regulation of protein catabolic process"	"BP"
"GO:0002831"	0.485848189632793	0.631161896410328	13	100	"regulation of response to biotic stimulus"	"BP"
"GO:0032504"	0.486163130703181	0.570115661930821	59	465	"multicellular organism reproduction"	"BP"
"GO:0033088"	0.486212386553877	0.879835994015068	1	5	"negative regulation of immature T cell proliferation in thymus"	"BP"
"GO:0043184"	0.48624101458345	0.879819686152839	1	5	"vascular endothelial growth factor receptor 2 binding"	"MF"
"GO:0010639"	0.486375877287322	0.585055802584353	36	281	"negative regulation of organelle organization"	"BP"
"GO:0002578"	0.486859774440659	0.879466855344472	1	5	"negative regulation of antigen processing and presentation"	"BP"
"GO:0071763"	0.486873630324987	0.879458946594971	1	5	"nuclear membrane organization"	"BP"
"GO:0035581"	0.486958110949401	0.879410718869397	1	5	"sequestering of extracellular ligand from receptor"	"BP"
"GO:1900115"	0.486958110949401	0.879410718869397	1	5	"extracellular regulation of signal transduction"	"BP"
"GO:1900116"	0.486958110949401	0.879410718869397	1	5	"extracellular negative regulation of signal transduction"	"BP"
"GO:0016331"	0.487445686550312	0.612685617780415	18	137	"morphogenesis of embryonic epithelium"	"BP"
"GO:0010952"	0.487552786178283	0.621551960730454	15	118	"positive regulation of peptidase activity"	"BP"
"GO:0010649"	0.487707081676902	0.878982595133767	1	5	"regulation of cell communication by electrical coupling"	"BP"
"GO:0006751"	0.487746202909032	0.878960205307853	1	5	"glutathione catabolic process"	"BP"
"GO:0006882"	0.487885382083191	0.74636736192989	3	20	"cellular zinc ion homeostasis"	"BP"
"GO:0033031"	0.487945283902005	0.878846225145447	1	5	"positive regulation of neutrophil apoptotic process"	"BP"
"GO:1904375"	0.488091206482931	0.651768335616368	9	68	"regulation of protein localization to cell periphery"	"BP"
"GO:0033047"	0.488196337173892	0.66956661062091	7	52	"regulation of mitotic sister chromatid segregation"	"BP"
"GO:2000047"	0.488320975092678	0.878630937221339	1	5	"regulation of cell-cell adhesion mediated by cadherin"	"BP"
"GO:0042887"	0.488432636749148	0.74435757164484	3	22	"amide transmembrane transporter activity"	"MF"
"GO:0007189"	0.488590068213603	0.716803284904112	4	28	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"BP"
"GO:0019966"	0.48865609706256	0.878438684417091	1	5	"interleukin-1 binding"	"MF"
"GO:0050693"	0.488824540255646	0.878341976050092	1	5	"LBD domain binding"	"MF"
"GO:0033619"	0.488913220270476	0.680913158496718	6	44	"membrane protein proteolysis"	"BP"
"GO:0016615"	0.489143757821706	0.878158564245249	1	5	"malate dehydrogenase activity"	"MF"
"GO:0043652"	0.489279571214958	0.878080475047886	1	5	"engulfment of apoptotic cell"	"BP"
"GO:0072014"	0.48931380746642	0.878060784872772	1	5	"proximal tubule development"	"BP"
"GO:0071435"	0.489340332549474	0.878045528149789	1	5	"potassium ion export"	"BP"
"GO:0042270"	0.489344982910642	0.87804285321952	1	5	"protection from natural killer cell mediated cytotoxicity"	"BP"
"GO:0016820"	0.489362712143961	0.632334620658053	12	93	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"	"MF"
"GO:0030292"	0.489492842515621	0.877957782873254	1	5	"protein tyrosine kinase inhibitor activity"	"MF"
"GO:0002218"	0.48971845224161	0.619732628734364	15	114	"activation of innate immune response"	"BP"
"GO:0004630"	0.489825335510691	0.877766341387963	1	5	"phospholipase D activity"	"MF"
"GO:0007216"	0.49012788851091	0.877591966328873	1	5	"G-protein coupled glutamate receptor signaling pathway"	"BP"
"04062"	0.490144467137552	0.607228017407257	19	150	"Chemokine signaling pathway"	"KEGG"
"GO:0051985"	0.490256723365433	0.694973094103228	5	36	"negative regulation of chromosome segregation"	"BP"
"GO:0002430"	0.490506855061329	0.877373318859025	1	5	"complement receptor mediated signaling pathway"	"BP"
"GO:0032532"	0.490572818118332	0.877335234635846	1	5	"regulation of microvillus length"	"BP"
"GO:0050051"	0.490748945515326	0.877233507980624	1	5	"leukotriene-B4 20-monooxygenase activity"	"MF"
"GO:0010891"	0.490815032453442	0.877195323486026	1	5	"negative regulation of sequestering of triglyceride"	"BP"
"GO:1901657"	0.490836325434765	0.630834130011821	12	94	"glycosyl compound metabolic process"	"BP"
"GO:2000508"	0.490949712048945	0.877117482389655	1	5	"regulation of dendritic cell chemotaxis"	"BP"
"GO:0097475"	0.490992730034149	0.877092612310582	1	5	"motor neuron migration"	"BP"
"GO:0097503"	0.491034885210762	0.877068237817601	1	5	"sialylation"	"BP"
"GO:0070403"	0.491165231318804	0.788353501910706	2	13	"NAD+ binding"	"MF"
"GO:0042134"	0.491329262774232	0.876897936998541	1	5	"rRNA primary transcript binding"	"MF"
"GO:0045842"	0.491405246430855	0.876853954247916	1	5	"positive regulation of mitotic metaphase/anaphase transition"	"BP"
"GO:1901970"	0.491405246430855	0.876853954247916	1	5	"positive regulation of mitotic sister chromatid separation"	"BP"
"GO:1902101"	0.491405246430855	0.876853954247916	1	5	"positive regulation of metaphase/anaphase transition of cell cycle"	"BP"
"GO:1905820"	0.491405246430855	0.876853954247916	1	5	"positive regulation of chromosome separation"	"BP"
"GO:0010998"	0.49166838266456	0.787962380378782	2	13	"regulation of translational initiation by eIF2 alpha phosphorylation"	"BP"
"GO:0045947"	0.491681357569447	0.787952289098517	2	13	"negative regulation of translational initiation"	"BP"
"GO:2000675"	0.491775537231579	0.87663946454702	1	5	"negative regulation of type B pancreatic cell apoptotic process"	"BP"
"GO:0047499"	0.491884099558485	0.876576533360167	1	5	"calcium-independent phospholipase A2 activity"	"MF"
"GO:0048478"	0.492006507752181	0.876505550547396	1	5	"replication fork protection"	"BP"
"GO:0045349"	0.492199044191966	0.876393846663066	1	5	"interferon-alpha biosynthetic process"	"BP"
"GO:0045354"	0.492199044191966	0.876393846663066	1	5	"regulation of interferon-alpha biosynthetic process"	"BP"
"GO:0030578"	0.492276813480936	0.876348708294685	1	5	"PML body organization"	"BP"
"GO:0007276"	0.49233938719167	0.570504383091417	47	371	"gamete generation"	"BP"
"GO:0051668"	0.492365721430734	0.647734840728003	9	68	"localization within membrane"	"BP"
"GO:0006549"	0.492405205605202	0.876274163853307	1	5	"isoleucine metabolic process"	"BP"
"GO:0009446"	0.492688954193908	0.876109313955218	1	5	"putrescine biosynthetic process"	"BP"
"GO:0008061"	0.492710617753743	0.876096722062583	1	5	"chitin binding"	"MF"
"GO:0010665"	0.492842339619815	0.692634043884002	5	36	"regulation of cardiac muscle cell apoptotic process"	"BP"
"GO:0008608"	0.493229805418059	0.712712797218842	4	28	"attachment of spindle microtubules to kinetochore"	"BP"
"GO:0008569"	0.493231707828379	0.875793584319978	1	5	"ATP-dependent microtubule motor activity, minus-end-directed"	"MF"
"GO:0032460"	0.49326717842134	0.786716895170855	2	13	"negative regulation of protein oligomerization"	"BP"
"GO:0045064"	0.493313177704274	0.786681000850548	2	13	"T-helper 2 cell differentiation"	"BP"
"GO:2000586"	0.493371524915587	0.875712163934622	1	5	"regulation of platelet-derived growth factor receptor-beta signaling pathway"	"BP"
"GO:0039692"	0.493642936057065	0.875554010772433	1	5	"single stranded viral RNA replication via double stranded DNA intermediate"	"BP"
"GO:0007039"	0.493859043150806	0.875427988319046	1	5	"protein catabolic process in the vacuole"	"BP"
"GO:0015879"	0.493871927392031	0.875420472230064	1	5	"carnitine transport"	"BP"
"GO:0002666"	0.493917219068798	0.875394048704278	1	5	"positive regulation of T cell tolerance induction"	"BP"
"GO:0030579"	0.493973132705531	0.875361423108093	1	5	"ubiquitin-dependent SMAD protein catabolic process"	"BP"
"GO:2000045"	0.493977022423765	0.627915371256585	12	93	"regulation of G1/S transition of mitotic cell cycle"	"BP"
"GO:0051301"	0.494174542631749	0.561300093169122	61	481	"cell division"	"BP"
"GO:0006824"	0.494280105464359	0.875182203667754	1	5	"cobalt ion transport"	"BP"
"GO:1901727"	0.494301025826545	0.875169983548277	1	5	"positive regulation of histone deacetylase activity"	"BP"
"GO:0032482"	0.494382360127437	0.875122466559914	1	5	"Rab protein signal transduction"	"BP"
"GO:0015722"	0.494563289568823	0.87501672125678	1	5	"canalicular bile acid transport"	"BP"
"GO:0008318"	0.494568982347908	0.875013393117646	1	5	"protein prenyltransferase activity"	"MF"
"GO:0043307"	0.494666996007417	0.874956082633733	1	5	"eosinophil activation"	"BP"
"GO:1903012"	0.494723177833952	0.87492322417133	1	5	"positive regulation of bone development"	"BP"
"GO:0043262"	0.495012744112902	0.874753777816931	1	5	"adenosine-diphosphatase activity"	"MF"
"GO:0046487"	0.495112045352953	0.874695634356475	1	5	"glyoxylate metabolic process"	"BP"
"GO:2000370"	0.49516843332061	0.874662609761259	1	5	"positive regulation of clathrin-dependent endocytosis"	"BP"
"GO:0070061"	0.495242979436831	0.874618941671621	1	5	"fructose binding"	"MF"
"GO:0038030"	0.495267164321437	0.874604772332859	1	5	"non-canonical Wnt signaling pathway via MAPK cascade"	"BP"
"GO:1904526"	0.495478992165261	0.874480622061335	1	5	"regulation of microtubule binding"	"BP"
"GO:0090258"	0.495494596953878	0.87447147302801	1	5	"negative regulation of mitochondrial fission"	"BP"
"GO:1902224"	0.495525660075071	0.874453259489381	1	5	"ketone body metabolic process"	"BP"
"GO:0061309"	0.495661357324247	0.874373674263171	1	5	"cardiac neural crest cell development involved in outflow tract morphogenesis"	"BP"
"GO:0016479"	0.495799749050942	0.874292474250959	1	5	"negative regulation of transcription from RNA polymerase I promoter"	"BP"
"GO:0003199"	0.495825704577553	0.874277241216487	1	5	"endocardial cushion to mesenchymal transition involved in heart valve formation"	"BP"
"GO:0090500"	0.495825704577553	0.874277241216487	1	5	"endocardial cushion to mesenchymal transition"	"BP"
"GO:1900454"	0.496025421832565	0.874159988194966	1	5	"positive regulation of long term synaptic depression"	"BP"
"GO:0060054"	0.496491978214176	0.873885792250941	1	5	"positive regulation of epithelial cell proliferation involved in wound healing"	"BP"
"GO:0008611"	0.496493495187896	0.873884900073249	1	5	"ether lipid biosynthetic process"	"BP"
"GO:0046504"	0.496493495187896	0.873884900073249	1	5	"glycerol ether biosynthetic process"	"BP"
"GO:1901503"	0.496493495187896	0.873884900073249	1	5	"ether biosynthetic process"	"BP"
"GO:0032655"	0.496608714100547	0.689213395432158	5	36	"regulation of interleukin-12 production"	"BP"
"GO:0045341"	0.496895507108294	0.873648317785142	1	5	"MHC class I biosynthetic process"	"BP"
"GO:0045343"	0.496895507108294	0.873648317785142	1	5	"regulation of MHC class I biosynthetic process"	"BP"
"GO:0045345"	0.496895507108294	0.873648317785142	1	5	"positive regulation of MHC class I biosynthetic process"	"BP"
"GO:0033132"	0.496901744390215	0.873644644845339	1	5	"negative regulation of glucokinase activity"	"BP"
"GO:1903300"	0.496901744390215	0.873644644845339	1	5	"negative regulation of hexokinase activity"	"BP"
"GO:1901533"	0.496956024668794	0.873612677935995	1	5	"negative regulation of hematopoietic progenitor cell differentiation"	"BP"
"GO:0070427"	0.497036191231558	0.873565456163231	1	5	"nucleotide-binding oligomerization domain containing 1 signaling pathway"	"BP"
"GO:2000653"	0.49711280979951	0.873520313359514	1	5	"regulation of genetic imprinting"	"BP"
"GO:0031033"	0.497244603116937	0.873442637158924	1	5	"myosin filament organization"	"BP"
"GO:0021575"	0.497299781370713	0.68858402926071	5	36	"hindbrain morphogenesis"	"BP"
"GO:1901841"	0.497490560639658	0.873297590159513	1	5	"regulation of high voltage-gated calcium channel activity"	"BP"
"GO:0061676"	0.497501105731869	0.873291368996458	1	5	"importin-alpha family protein binding"	"MF"
"GO:0019958"	0.497592036222408	0.873237715397881	1	5	"C-X-C chemokine binding"	"MF"
"GO:0030214"	0.497669986404284	0.873191708816203	1	5	"hyaluronan catabolic process"	"BP"
"GO:0050291"	0.497940466937528	0.873031983749254	1	5	"sphingosine N-acyltransferase activity"	"MF"
"GO:0032226"	0.497947537023999	0.873027806903906	1	5	"positive regulation of synaptic transmission, dopaminergic"	"BP"
"GO:0043280"	0.498023565605183	0.623845549126759	12	95	"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"BP"
"GO:0090169"	0.49809949913883	0.782927656455815	2	13	"regulation of spindle assembly"	"BP"
"GO:1990441"	0.498134402766455	0.872917377772113	1	5	"negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress"	"BP"
"GO:0032554"	0.498288826461635	0.872826072208051	1	5	"purine deoxyribonucleotide binding"	"MF"
"GO:0035404"	0.498297195431601	0.872821122669154	1	5	"histone-serine phosphorylation"	"BP"
"GO:0016406"	0.498307084576212	0.872815273910213	1	5	"carnitine O-acyltransferase activity"	"MF"
